Category, Price of item in category, Quantity of item sold
Office Supplies,736.31,3
Technology,1180.27,7
Office Supplies,1078.24,5
Office Supplies,1647.64,2
Office Supplies,2027.86,1
Office Supplies,1824.77,2
Furniture,2777.84,8
Office Supplies,2147.86,3
Furniture,2668.49,8
Furniture,1923.9,1
Furniture,1281.43,3
Technology,2647.87,7
Office Supplies,2284.54,1
Office Supplies,708.83,10
Technology,786.95,5
Technology,2936.29,10
Furniture,2705.33,1
Furniture,2389.13,5
Office Supplies,2590.42,11
Technology,1704.99,8
Office Supplies,597.33,11
Furniture,2121.69,2
Technology,2083.37,11
Technology,876.64,1
Office Supplies,2780.31,2
Furniture,2140.97,8
Technology,658.53,2
Technology,2764.41,5
Furniture,1590.98,3
Furniture,2091.41,3
Technology,1545.6,11
Furniture,1161.5,2
Technology,914.16,3
Furniture,564.49,11
Technology,799.03,2
Furniture,2177.66,4
Office Supplies,2771.22,2
Furniture,1944.65,9
Technology,1624.56,7
Furniture,749.48,9
Technology,2141.45,5
Technology,1411.29,1
Furniture,1962.8,4
Office Supplies,1751.91,6
Technology,1493.11,3
Furniture,1327.08,4
Office Supplies,1744.09,3
Technology,529.5,3
Office Supplies,1317.92,10
Office Supplies,1766.96,3
Furniture,2491.73,7
Technology,1447.49,4
Technology,1295.28,10
Office Supplies,1606.63,11
Furniture,2977.96,2
Office Supplies,2235.59,2
Office Supplies,1060.39,9
Office Supplies,1894.54,3
Furniture,2930.9,4
Furniture,1459.68,3
Office Supplies,2414.74,8
Furniture,2677.21,3
Office Supplies,2349.39,3
Technology,1411.03,11
Technology,1196.2,7
Furniture,534.08,7
Technology,1807.91,5
Technology,1546.14,11
Technology,1921.5,7
Furniture,1805.32,9
Technology,1723.42,6
Office Supplies,845.7,2
Office Supplies,1724.18,7
Technology,863.31,5
Office Supplies,912.46,8
Technology,1086.36,3
Office Supplies,2037.56,6
Furniture,1287.36,10
Office Supplies,1888.2,9
Office Supplies,2035.34,2
Technology,1914.05,8
Technology,2949.61,11
Technology,2234.35,7
Furniture,1484.31,3
Furniture,829.76,1
Furniture,2310.01,8
Office Supplies,545.65,3
Technology,2836.78,1
Office Supplies,1296.31,7
Office Supplies,1648.27,3
Office Supplies,1843.27,5
Office Supplies,650.8,9
Technology,2590.86,1
Office Supplies,531.39,9
Furniture,1057.28,1
Technology,2617.71,11
Technology,1419.35,7
Office Supplies,2027.16,8
Furniture,1618.36,7
Technology,2426.71,6
Technology,848.31,3
Technology,2025.5,7
Technology,1915.91,9
Technology,1824.98,11
Furniture,2876.03,8
Office Supplies,2522.86,7
Office Supplies,2860.98,4
Technology,1933.56,5
Furniture,2565.25,5
Furniture,1357.55,3
Furniture,2538.91,9
Furniture,1020.26,5
Office Supplies,2726.42,11
Technology,1658.36,8
Furniture,1448.63,5
Office Supplies,962.67,6
Technology,2723.06,2
Office Supplies,1682.83,10
Furniture,1603.72,4
Technology,2556.74,4
Furniture,568.85,10
Technology,2277.38,3
Office Supplies,2313.46,8
Furniture,639.2,7
Furniture,1600.07,4
Furniture,2386.5,5
Technology,2271.38,7
Office Supplies,1195.93,7
Technology,2136.06,1
Office Supplies,2875.43,11
Office Supplies,1653.5,11
Furniture,1722.53,9
Furniture,2685.72,2
Furniture,2907.13,11
Technology,1768.68,11
Furniture,588.14,8
Furniture,2418.5,11
Technology,1232.58,10
Furniture,909.66,5
Furniture,1029.18,11
Furniture,2294.73,8
Office Supplies,2011.32,11
Technology,924.67,4
Furniture,665.68,4
Technology,941.8,4
Technology,1178.23,2
Technology,2166.98,2
Furniture,589.66,9
Office Supplies,2570.73,1
Office Supplies,2412.26,2
Furniture,2382.35,7
Technology,1622.45,7
Furniture,2450.12,1
Technology,1442.67,8
Furniture,2763.08,8
Furniture,1775.57,9
Furniture,2693.77,3
Furniture,1249.45,8
Furniture,1831.04,3
Technology,778.85,1
Office Supplies,1872.61,10
Technology,1175.76,11
Office Supplies,2512.2,1
Technology,2258.24,6
Furniture,1231.12,4
Technology,2572.54,10
Furniture,2230.25,3
Furniture,1755.84,8
Technology,574.8,11
Office Supplies,2337.75,4
Office Supplies,2577.86,11
Technology,1785.34,4
Technology,695.9,3
Technology,1096.56,7
Office Supplies,1620.82,4
Furniture,1006.8,10
Office Supplies,1521.82,4
Technology,2292.1,1
Office Supplies,652.53,6
Office Supplies,886.67,5
Office Supplies,1003.02,1
Furniture,2121.34,2
Office Supplies,743.86,9
Office Supplies,2381.36,10
Furniture,1605.52,2
Office Supplies,555.8,4
Technology,2727.35,8
Technology,2245.49,11
Office Supplies,1636.68,6
Office Supplies,632.47,10
Office Supplies,2313.29,10
Office Supplies,1019.65,1
Furniture,2512.43,5
Technology,1786.8,1
Office Supplies,2360.23,4
Technology,2596.8,2
Office Supplies,2969.19,7
Furniture,726.68,7
Furniture,1912.78,8
Office Supplies,1001.09,5
Office Supplies,2134.34,2
Furniture,2714.02,10
Technology,1475.39,5
Furniture,1138.76,3
Furniture,2795.21,4
Office Supplies,2128.87,10
Office Supplies,1112.53,4
Technology,1796.34,1
Furniture,1648.75,1
Office Supplies,1339.75,4
Technology,2352.71,11
Office Supplies,1068.73,10
Furniture,2271.25,10
Office Supplies,1193.73,2
Technology,1526.91,4
Office Supplies,1696.46,7
Technology,1520.89,2
Office Supplies,2369.68,4
Technology,1090.01,6
Office Supplies,1480.1,5
Office Supplies,1074.51,1
Technology,1909.14,8
Furniture,1658.42,7
Furniture,2017.8,9
Furniture,2804.36,10
Office Supplies,950.5,5
Furniture,946.36,9
Furniture,2481.41,4
Technology,2220.8,6
Technology,544.32,4
Technology,1498.76,4
Furniture,1506.82,5
Technology,742.34,11
Furniture,2420.35,11
Furniture,2099.86,10
Technology,2023.89,4
Office Supplies,2605.82,6
Office Supplies,710,7
Office Supplies,2982.76,6
Office Supplies,993.34,6
Furniture,796.36,8
Office Supplies,1401.97,8
Office Supplies,2477.9,2
Furniture,1048.93,8
Technology,959.32,3
Technology,1223.37,1
Office Supplies,2515.79,6
Furniture,1466.22,2
Office Supplies,2854.49,4
Furniture,1693.74,2
Furniture,2443.13,10
Furniture,1691.73,11
Technology,526.65,5
Technology,2295.25,3
Furniture,2420.38,4
Office Supplies,1870.31,9
Furniture,2496,7
Furniture,1538.73,9
Office Supplies,1743.44,8
Office Supplies,1402.44,8
Office Supplies,1916.95,11
Office Supplies,1182.26,1
Office Supplies,1272.82,3
Technology,1048.35,2
Technology,1314.37,7
Technology,1976.77,1
Office Supplies,2759.06,3
Technology,1471.09,11
Furniture,2182.75,5
Furniture,1571.31,4
Furniture,1225.34,9
Technology,1376.87,2
Technology,1425.64,10
Office Supplies,1609.62,6
Furniture,2204.99,5
Technology,1567.84,4
Office Supplies,1820.07,7
Office Supplies,1589.21,3
Office Supplies,1034.61,1
Technology,2269.7,3
Furniture,2414.06,9
Office Supplies,1734.32,2
Furniture,1572.03,9
Technology,2534.54,4
Office Supplies,2003.83,10
Technology,954.84,9
Technology,1642.3,8
Technology,2348.04,1
Office Supplies,2091.98,9
Office Supplies,1424.87,9
Technology,2214.58,4
Office Supplies,2789.23,2
Furniture,2497.7,1
Office Supplies,916.53,5
Office Supplies,1778.39,7
Office Supplies,2200.94,6
Office Supplies,575.88,8
Technology,2767.23,2
Technology,1618.29,1
Furniture,1829.75,11
Furniture,1303.12,8
Office Supplies,1242.22,6
Technology,1682.86,2
Office Supplies,2784.89,11
Technology,2805.67,5
Technology,2077.72,5
Office Supplies,506.03,7
Technology,2447.87,7
Technology,2736.74,9
Technology,1654.91,7
Furniture,1166.57,1
Office Supplies,2636.49,1
Furniture,2758.9,1
Furniture,1059.95,11
Office Supplies,1065.12,3
Furniture,1390.17,8
Office Supplies,1250.82,7
Technology,731.08,1
Office Supplies,1357.01,6
Office Supplies,2696.96,2
Furniture,737.24,9
Technology,2480.38,2
Technology,2204.19,3
Technology,1327.08,11
Office Supplies,1436.06,5
Technology,904.6,7
Technology,2599.49,5
Furniture,672.29,11
Furniture,726.78,1
Office Supplies,567.45,4
Technology,872.75,11
Office Supplies,2616.42,10
Office Supplies,2771.27,8
Technology,1343.69,3
Furniture,1609.71,8
Technology,2477.93,2
Furniture,2959.37,10
Furniture,1964.55,8
Furniture,1601.84,6
Office Supplies,1472.66,9
Office Supplies,809.37,7
Technology,1093.56,8
Technology,1598.21,7
Technology,1441.78,3
Office Supplies,2426.91,11
Office Supplies,1191.73,7
Office Supplies,2048.74,11
Furniture,1778.37,8
Office Supplies,2114.08,3
Technology,502.32,10
Technology,2212.48,4
Office Supplies,1564.39,7
Office Supplies,2225.41,1
Furniture,2696.36,8
Office Supplies,2954.14,8
Office Supplies,899.1,10
Office Supplies,886.96,9
Office Supplies,2072.59,9
Office Supplies,1767.46,7
Technology,1760.07,9
Office Supplies,1230.94,11
Furniture,2197.73,7
Office Supplies,1544.92,11
Technology,2987.98,4
Technology,848.96,10
Office Supplies,2506.64,3
Office Supplies,2360.08,4
Technology,1127.91,10
Office Supplies,1234.34,8
Office Supplies,655.72,9
Furniture,540.63,9
Technology,1391.5,8
Office Supplies,1566.24,11
Furniture,837.37,1
Furniture,1588.59,5
Technology,926.35,7
Furniture,1786.6,11
Furniture,2318.63,1
Furniture,547.05,11
Office Supplies,2392.7,10
Office Supplies,1534.47,9
Technology,662.94,11
Furniture,2722.32,5
Furniture,2050.28,8
Office Supplies,1632,6
Office Supplies,1430.18,9
Furniture,1744.87,3
Furniture,653.11,5
Office Supplies,961.15,7
Technology,2627.48,8
Furniture,792.67,5
Furniture,2434.44,7
Furniture,1230.82,1
Office Supplies,2800.77,7
Furniture,1406.87,8
Technology,2339.78,10
Furniture,2810.54,9
Office Supplies,1415.44,4
Furniture,2700.9,1
Office Supplies,1931.92,5
Furniture,1498.64,5
Technology,2073.23,11
Office Supplies,1901.59,10
Furniture,2548.71,9
Furniture,1300.32,9
Technology,2152.37,2
Office Supplies,2563.59,5
Technology,2841.61,3
Office Supplies,2014.22,6
Furniture,2137.83,7
Furniture,1966.89,6
Office Supplies,1761.09,1
Office Supplies,2664.86,2
Office Supplies,1729.41,5
Office Supplies,1641.31,5
Office Supplies,2383.52,6
Technology,2572.81,10
Office Supplies,2777.02,11
Technology,2161.48,6
Office Supplies,1693.54,5
Furniture,1124.15,10
Furniture,1194.29,5
Furniture,2821.31,2
Technology,1545.56,4
Technology,2586.94,5
Office Supplies,1244.57,7
Furniture,1027.67,9
Technology,1528.78,11
Office Supplies,1123.11,2
Furniture,976.37,3
Office Supplies,2749.88,4
Office Supplies,2850.93,7
Technology,961.59,4
Furniture,2109.58,3
Furniture,1623.52,8
Office Supplies,1138.05,10
Office Supplies,2530.65,8
Furniture,1338.15,2
Office Supplies,2835.12,11
Technology,2719.62,1
Office Supplies,2195.74,7
Technology,2820.05,3
Furniture,1207.66,1
Office Supplies,1031.55,7
Furniture,1112.9,2
Office Supplies,1071.16,10
Office Supplies,965.82,6
Furniture,2223.15,10
Furniture,2587.14,3
Office Supplies,2066.46,3
Technology,2484.87,9
Office Supplies,1898.3,3
Technology,2220.14,10
Technology,578.35,6
Office Supplies,1417.07,11
Furniture,656.13,11
Technology,1042.48,11
Furniture,1150.18,8
Technology,2945.72,2
Office Supplies,2221.69,7
Technology,1251.74,3
Office Supplies,1111.03,3
Technology,1038.44,1
Office Supplies,1973.62,9
Office Supplies,2119.58,3
Technology,1686.85,8
Furniture,1958.42,10
Technology,582.09,4
Technology,2588.78,7
Technology,2552.55,2
Office Supplies,2945.36,6
Technology,2268.08,5
Furniture,2053.92,10
Office Supplies,1099.88,5
Furniture,896.12,4
Technology,2382.79,5
Furniture,1808.62,2
Furniture,2766.6,3
Office Supplies,2059.35,6
Office Supplies,2084.67,3
Technology,1646.17,11
Technology,2984.1,4
Technology,2207.83,10
Technology,1360.73,3
Office Supplies,1620.91,2
Office Supplies,2152.43,3
Office Supplies,2467.92,2
Furniture,2998.88,11
Technology,512.82,7
Office Supplies,2544.56,3
Office Supplies,1466.16,4
Furniture,1868.14,8
Furniture,2589.59,7
Office Supplies,2674.85,6
Technology,2199.78,4
Furniture,1005.14,11
Furniture,2826.87,3
Office Supplies,2940.76,9
Technology,2050.16,3
Furniture,1036.62,4
Office Supplies,2830.22,8
Furniture,1261.35,7
Furniture,1636,6
Technology,2390.38,10
Technology,2800.4,11
Office Supplies,1491.14,8
Office Supplies,2746.34,1
Office Supplies,559.87,1
Furniture,1497.11,5
Furniture,584.04,10
Office Supplies,2402.99,1
Office Supplies,891.29,10
Technology,1286.18,11
Technology,2818.07,3
Furniture,1676.16,11
Office Supplies,956.43,2
Office Supplies,1499.78,3
Furniture,869,4
Furniture,1717.84,4
Office Supplies,559.11,9
Technology,500.09,6
Technology,1638.45,7
Technology,583.18,7
Furniture,1798.77,8
Furniture,2513.15,10
Technology,2000.53,4
Office Supplies,2781.77,6
Furniture,1880.83,11
Office Supplies,1991.37,7
Office Supplies,1029.8,1
Office Supplies,1638.03,11
Office Supplies,2020.05,9
Furniture,970.85,6
Technology,812.99,3
Technology,2442.48,1
Office Supplies,1830.63,7
Office Supplies,1112.68,3
Furniture,2627.16,7
Furniture,2044.5,8
Technology,2534.83,11
Office Supplies,1856.25,3
Office Supplies,1587.66,6
Technology,2970.95,6
Technology,1650.21,5
Office Supplies,1866.93,1
Technology,830.69,2
Office Supplies,2354.81,11
Furniture,1535.19,7
Furniture,2730.54,4
Furniture,897.41,5
Furniture,2923.55,3
Furniture,1782.21,7
Furniture,1632.71,2
Office Supplies,1229.13,3
Furniture,2527.41,8
Technology,948.44,7
Furniture,1062.34,8
Office Supplies,1066.49,9
Furniture,2685.03,10
Furniture,1505.07,4
Technology,895.48,6
Furniture,1569.24,5
Furniture,2885.38,10
Office Supplies,667.77,1
Technology,1548.33,5
Technology,2138.29,7
Furniture,913.22,5
Office Supplies,1443.62,5
Technology,1236.24,4
Furniture,1726.18,4
Office Supplies,2758.77,4
Office Supplies,2792.35,1
Technology,739.35,5
Office Supplies,2868.49,4
Office Supplies,1230.97,2
Technology,2753.9,8
Technology,2954.89,8
Office Supplies,2255,7
Technology,2718.95,11
Office Supplies,1237.9,9
Furniture,1911.35,8
Technology,1886.12,10
Technology,1636.23,9
Technology,2406.17,4
Technology,1829.95,1
Technology,1728.34,8
Office Supplies,1938.29,4
Technology,2704.32,2
Furniture,1245.74,7
Furniture,790.31,8
Technology,2225.86,5
Furniture,2114.96,10
Office Supplies,2641.85,6
Furniture,1190.28,11
Office Supplies,2833.23,7
Furniture,611.62,1
Technology,2008.55,7
Technology,1575.16,8
Technology,2453.89,8
Furniture,1589.91,10
Technology,2711.55,9
Furniture,2181.59,8
Office Supplies,774.18,11
Furniture,1740.41,3
Technology,1542.8,6
Furniture,1400.31,8
Furniture,2269.89,3
Furniture,2406.32,3
Furniture,1831.61,7
Office Supplies,2916.35,6
Office Supplies,2270.11,11
Office Supplies,938.38,2
Furniture,1513.67,3
Office Supplies,849.88,11
Technology,2108.3,8
Technology,1919.11,3
Furniture,591.49,1
Office Supplies,2815.01,6
Office Supplies,661.41,8
Furniture,2379.07,11
Technology,2470.76,2
Office Supplies,2447.23,9
Technology,2324.24,8
Technology,2269.16,8
Furniture,2224.21,4
Technology,1224.08,4
Office Supplies,1478.91,5
Office Supplies,1484.18,4
Office Supplies,1917.04,6
Technology,1818.25,1
Technology,796.59,3
Office Supplies,2655.82,10
Technology,1226.11,8
Furniture,1777.37,3
Furniture,2752.49,4
Technology,2245.88,1
Technology,698.8,5
Furniture,2020.66,1
Office Supplies,544.1,10
Furniture,1174.26,11
Office Supplies,2626.94,6
Office Supplies,1979,11
Technology,1177.28,8
Office Supplies,2810.37,11
Office Supplies,656.21,2
Technology,2181.97,8
Technology,2325.15,5
Technology,641.78,8
Office Supplies,1411.96,10
Technology,713.2,5
Furniture,670.89,2
Furniture,2808.98,10
Technology,2098.8,1
Furniture,2213.58,11
Office Supplies,2816.82,8
Technology,961.65,10
Technology,2223.16,1
Furniture,2010.89,3
Furniture,2979.62,5
Furniture,1548.26,6
Technology,2795.41,4
Technology,993.74,9
Office Supplies,2094.14,9
Office Supplies,1198.42,11
Office Supplies,2591.56,11
Office Supplies,1528.33,5
Technology,617.03,11
Technology,1795.24,7
Technology,793,2
Technology,1036.78,5
Office Supplies,2255.04,10
Furniture,2663.55,6
Office Supplies,1077.42,8
Technology,2817.7,3
Office Supplies,543.05,2
Technology,2019.33,11
Office Supplies,1503.84,7
Technology,791.38,9
Furniture,2161.85,6
Furniture,2435.11,1
Office Supplies,2320.47,8
Furniture,1094.84,10
Furniture,2616.76,7
Furniture,577.09,1
Office Supplies,2625.43,3
Office Supplies,1335.25,11
Technology,1394.94,2
Technology,2360.45,11
Office Supplies,1626.97,7
Technology,2834.09,4
Office Supplies,2481.07,2
Technology,951.23,3
Technology,1082.77,7
Furniture,2358.99,3
Technology,2139.3,11
Technology,1715.61,5
Furniture,2345.66,7
Furniture,2645.49,7
Technology,1662.58,10
Technology,2780.14,11
Technology,1807.19,2
Office Supplies,2956.55,4
Technology,849.65,7
Furniture,2320.38,10
Furniture,2409.52,8
Technology,2014.24,7
Technology,794.68,1
Office Supplies,1539.4,1
Furniture,1291.5,11
Technology,865.01,11
Technology,2164.89,8
Furniture,532.71,6
Office Supplies,2045.22,4
Office Supplies,2607.61,8
Furniture,2497.28,5
Technology,2861.37,11
Technology,1985.57,4
Furniture,1921.11,3
Office Supplies,667.56,3
Furniture,1171.44,7
Office Supplies,2777.38,1
Technology,2479.29,3
Office Supplies,1071.13,9
Technology,604.45,1
Office Supplies,1722.13,5
Technology,2127.26,3
Office Supplies,1709.02,7
Technology,1541.09,7
Furniture,979.4,5
Furniture,1626.41,5
Office Supplies,1790.24,8
Office Supplies,908.13,5
Technology,2986.97,2
Office Supplies,2844.48,6
Technology,645.92,4
Technology,1857.51,5
Technology,2347.94,3
Technology,1479.08,6
Furniture,700.26,3
Furniture,2595.25,6
Technology,2473.16,9
Office Supplies,2754.92,4
Furniture,2958.95,9
Office Supplies,1498.37,4
Office Supplies,1802.98,2
Technology,1027.77,1
Office Supplies,1456.32,2
Office Supplies,2407.82,2
Technology,1983.67,11
Furniture,861.53,4
Office Supplies,849.3,3
Office Supplies,1127.12,8
Furniture,1440.4,9
Furniture,2918.43,7
Office Supplies,1358.38,4
Furniture,1687.66,8
Furniture,2371.88,10
Office Supplies,2917.44,8
Technology,2533.63,5
Technology,1364.39,10
Office Supplies,2288.99,8
Technology,970.5,3
Furniture,1867.27,8
Furniture,1738.24,4
Technology,2834.41,5
Furniture,1802.63,8
Furniture,1083.33,1
Technology,1805.6,1
Furniture,1248.95,1
Technology,1197.88,10
Technology,2009.77,1
Furniture,729.03,7
Furniture,995.7,8
Furniture,2990.48,2
Office Supplies,2778.63,2
Office Supplies,2308.63,8
Furniture,2713.7,10
Technology,1537.99,10
Technology,1205.76,3
Office Supplies,628.67,5
Furniture,2348.86,4
Office Supplies,1871.77,11
Furniture,573.38,6
Office Supplies,1600.37,1
Furniture,2502.13,8
Furniture,1118.83,1
Technology,1175.75,4
Office Supplies,778.36,6
Office Supplies,742.17,10
Technology,2828.71,4
Furniture,1391.16,2
Technology,1375.92,10
Office Supplies,2352.99,4
Furniture,519.38,4
Technology,2211.98,2
Office Supplies,2841.66,3
Furniture,2225.77,1
Technology,576.61,7
Furniture,1598.37,1
Office Supplies,2189.45,9
Office Supplies,1358.66,1
Furniture,2603.15,1
Office Supplies,2221.26,4
Technology,2492.2,7
Office Supplies,2697.9,3
Technology,2415.64,1
Furniture,625.16,7
Technology,560.26,1
Technology,1340.02,2
Technology,1630.15,2
Technology,2572.8,6
Office Supplies,1325.48,3
Furniture,2915.16,4
Technology,660.5,8
Furniture,829.67,10
Furniture,2343.2,5
Furniture,1289.51,11
Technology,1477.28,8
Furniture,2909.15,11
Furniture,606.21,4
Office Supplies,2556.34,9
Furniture,2640.31,4
Furniture,2326.5,11
Furniture,536.95,8
Technology,1634.26,4
Technology,1922.18,7
Office Supplies,2703.56,4
Office Supplies,1587.35,8
Technology,654.14,4
Technology,1286.48,10
Office Supplies,2125.01,3
Office Supplies,1329.25,6
Office Supplies,2196.32,11
Technology,2570.74,5
Office Supplies,2971.9,3
Office Supplies,2762.46,6
Technology,2834.31,7
Technology,2451.07,11
Furniture,2548.17,1
Technology,2802.79,7
Furniture,851.83,4
Office Supplies,2133.23,8
Technology,2172.35,8
Office Supplies,2537.3,10
Office Supplies,1426.66,10
Furniture,723.2,11
Furniture,2027.61,7
Furniture,1350.58,9
Furniture,516.18,5
Furniture,1379.13,1
Office Supplies,951.05,8
Technology,1432.42,5
Furniture,2637.38,3
Furniture,1136.18,10
Office Supplies,1995.68,8
Furniture,1474.64,9
Technology,2707.12,5
Technology,1225.91,3
Furniture,1016.98,1
Office Supplies,1052.74,11
Furniture,597.1,11
Furniture,2282.78,3
Office Supplies,1720.19,3
Technology,2766.89,7
Office Supplies,1562.66,2
Office Supplies,541.53,9
Technology,1554.13,4
Office Supplies,2685.65,2
Technology,1224.17,4
Technology,1981.43,8
Office Supplies,1052.41,5
Furniture,996.02,2
Office Supplies,2815.84,3
Technology,1366.09,4
Office Supplies,2204.4,7
Technology,1513.81,4
Technology,1967.64,11
Office Supplies,2260.67,3
Furniture,1684.25,10
Office Supplies,849.14,6
Furniture,2853.26,3
Technology,2382.39,11
Office Supplies,2279.15,1
Furniture,554.17,6
Office Supplies,1619.32,9
Office Supplies,1054.71,3
Technology,635.12,11
Office Supplies,1002.08,9
Technology,1109.31,5
Office Supplies,2090.75,3
Technology,1482.82,11
Technology,1559.32,3
Technology,2509.46,9
Technology,1127.42,8
Office Supplies,2814.3,3
Furniture,2817.22,7
Technology,2173.13,4
Technology,1267.91,8
Technology,556.76,4
Technology,742.62,7
Office Supplies,525.41,6
Office Supplies,2367.52,10
Technology,2629.5,9
Office Supplies,2092.58,11
Technology,2110.12,1
Furniture,2415.32,7
Furniture,876.35,10
Office Supplies,2813.48,9
Technology,1517.81,11
Office Supplies,1722.44,2
Technology,2737.23,7
Technology,1410.98,3
Furniture,1625.14,4
Furniture,2026.77,3
Technology,2659.9,1
Office Supplies,2433.99,9
Office Supplies,783.67,1
Technology,663.44,1
Furniture,1155.82,9
Furniture,1263.28,6
Furniture,1819.11,2
Office Supplies,2130.42,4
Technology,2072.19,2
Furniture,2833.3,7
Office Supplies,2940.87,4
Furniture,699.67,10
Office Supplies,1086.71,4
Technology,1244.29,2
Furniture,1416.25,11
Office Supplies,685.43,1
Office Supplies,631.09,9
Furniture,1941.16,10
Technology,2633.49,1
Technology,583.54,8
Technology,914.65,3
Office Supplies,745.38,3
Office Supplies,2463.65,4
Technology,1038.1,10
Furniture,950.43,6
Technology,2026.7,11
Technology,2132.44,2
Office Supplies,1975.25,5
Technology,2482.73,4
Furniture,1692.44,8
Technology,2130.27,10
Technology,1267.79,3
Office Supplies,977.22,1
Office Supplies,1954.11,11
Office Supplies,2520.83,9
Technology,958.77,6
Office Supplies,1362.64,2
Technology,1503.22,7
Office Supplies,1357.31,2
Furniture,2377.5,8
Office Supplies,2006.49,6
Furniture,1791.29,11
Technology,778.52,3
Office Supplies,927.11,11
Technology,966.18,5
Technology,2562.65,7
Furniture,1736.88,1
Furniture,2409.36,2
Technology,1382.02,11
Furniture,2632.84,9
Office Supplies,705.37,2
Office Supplies,2979.26,11
Furniture,2968.42,2
Technology,2640.19,6
Furniture,2620.84,11
Office Supplies,1689.98,8
Technology,1416,11
Office Supplies,2623.92,5
Office Supplies,1247.58,9
Technology,596.52,8
Technology,2138.5,4
Office Supplies,1297.85,8
Office Supplies,1087,1
Office Supplies,2535.85,5
Furniture,1686.02,11
Furniture,795.95,1
Office Supplies,1416.55,7
Furniture,990.64,3
Technology,1798.53,5
Office Supplies,2962.84,11
Technology,514.37,3
Technology,2373.73,10
Technology,2492.39,1
Office Supplies,950.88,6
Furniture,1614.83,7
Office Supplies,1141.59,8
Furniture,1756.44,7
Furniture,2963.61,9
Furniture,1644.53,2
Office Supplies,2356.26,11
Technology,2884.16,3
Furniture,954.98,11
Office Supplies,1808.43,4
Furniture,2167.24,7
Technology,1183.46,4
Furniture,953.15,5
Technology,631.14,4
Technology,1677.76,10
Office Supplies,2286.96,11
Furniture,928.81,2
Technology,2610.18,1
Office Supplies,1292.77,5
Furniture,2031.85,5
Office Supplies,1768.32,2
Office Supplies,1704.36,4
Office Supplies,920.34,1
Office Supplies,2890.89,7
Furniture,1944.42,11
Office Supplies,963.33,9
Office Supplies,1312.28,4
Technology,1713.75,2
Technology,1899.08,10
Office Supplies,2702.36,10
Furniture,885.4,2
Technology,581.61,8
Office Supplies,2466.34,2
Office Supplies,2740.1,1
Furniture,560.2,5
Office Supplies,1886.62,7
Office Supplies,2866.51,3
Office Supplies,2346.7,2
Technology,1490.58,2
Technology,2822.95,4
Furniture,2897.46,1
Office Supplies,2694.39,3
Technology,2035.03,10
Office Supplies,816.21,4
Furniture,933.26,1
Technology,1263.55,9
Office Supplies,937.27,8
Furniture,2524.08,9
Office Supplies,1716.39,3
Technology,2833.31,9
Technology,943.11,6
Office Supplies,2412.6,1
Technology,695.47,3
Technology,1877.84,2
Office Supplies,978.66,3
Technology,2549.65,1
Office Supplies,2317.37,4
Office Supplies,896.85,11
Furniture,554.87,2
Furniture,660.13,1
Technology,729.9,10
Furniture,2932.09,1
Office Supplies,2243.63,3
Technology,1155.82,1
Furniture,2789.24,7
Furniture,1260.22,2
Furniture,1891.17,2
Technology,1286.74,10
Technology,2594.98,11
Technology,2507.1,2
Office Supplies,1696.25,2
Furniture,1760.76,6
Technology,1494.68,11
Office Supplies,1198.25,2
Office Supplies,882.39,6
Furniture,643.68,2
Furniture,2609.91,7
Furniture,1546.19,5
Technology,2436.26,6
Furniture,1082.4,2
Office Supplies,1936.2,7
Office Supplies,1076.33,8
Office Supplies,2267.7,11
Office Supplies,2391.11,1
Technology,1460.28,3
Office Supplies,510.22,3
Technology,1670.39,2
Technology,2802,1
Office Supplies,1019.97,1
Furniture,2657.39,11
Furniture,2627.3,6
Furniture,710.29,4
Office Supplies,2304.26,7
Technology,2415.12,2
Furniture,809.74,7
Technology,2036.51,8
Technology,2954.1,10
Office Supplies,2839.31,6
Furniture,564.93,7
Technology,1888.21,4
Technology,1178.23,10
Office Supplies,1129.02,7
Office Supplies,2273.23,9
Furniture,1528.04,11
Office Supplies,1642.43,11
Furniture,762.19,8
Furniture,2683.48,9
Office Supplies,1745.18,11
Office Supplies,1625.44,5
Office Supplies,1930.83,2
Furniture,702.21,2
Office Supplies,1083.56,6
Furniture,2560.4,5
Technology,1850.05,4
Technology,2121.17,9
Furniture,2001.22,11
Office Supplies,1096.75,11
Office Supplies,1957.37,11
Furniture,1916.29,10
Furniture,2423.14,5
Furniture,724.1,9
Furniture,2976.28,11
Technology,2040.82,5
Office Supplies,1801.91,1
Furniture,2297.22,10
Technology,1290.83,5
Office Supplies,1065.56,7
Office Supplies,2219.82,7
Technology,1989.03,4
Technology,1067.4,4
Office Supplies,2089.95,9
Technology,1249.35,3
Office Supplies,777.3,10
Technology,1063.59,11
Office Supplies,2059.12,9
Office Supplies,1739.37,6
Furniture,539.78,6
Office Supplies,584.52,11
Office Supplies,1474.1,6
Furniture,1909.05,7
Furniture,692.58,9
Technology,582.46,7
Office Supplies,975.13,4
Office Supplies,2113.17,6
Technology,1056.96,4
Technology,946.9,5
Office Supplies,2911.1,8
Office Supplies,2388.31,5
Office Supplies,1280.77,6
Office Supplies,1099.04,3
Office Supplies,1782.43,9
Technology,2402.35,2
Office Supplies,2172.74,3
Furniture,587.28,9
Furniture,2358.8,11
Furniture,2706.92,3
Office Supplies,2229.87,1
Furniture,1978.45,11
Office Supplies,828.76,6
Furniture,736.42,8
