Category, Price of item in category, Quantity of item sold
Furniture,2583.08,8
Office Supplies,2067.34,10
Office Supplies,1931.57,8
Office Supplies,1024.3,7
Office Supplies,2284.98,11
Office Supplies,2800.17,5
Office Supplies,835.23,6
Office Supplies,1077.29,4
Office Supplies,1061.66,7
Office Supplies,574.25,8
Office Supplies,1430.01,10
Office Supplies,957.72,11
Office Supplies,760.61,5
Office Supplies,2095.17,2
Office Supplies,1868.25,5
Office Supplies,2751.81,5
Office Supplies,2602.76,3
Office Supplies,2608.56,11
Office Supplies,2663.79,10
Office Supplies,2000.71,2
Office Supplies,1886.37,1
Office Supplies,1583.34,5
Office Supplies,1087.12,8
Office Supplies,702.38,7
Office Supplies,1776.34,11
Office Supplies,1138.69,1
Office Supplies,2710.48,4
Office Supplies,2345.27,8
Furniture,1524.9,6
Office Supplies,1379.67,11
Office Supplies,1822.03,3
Office Supplies,2958.97,8
Office Supplies,2626.03,4
Office Supplies,2013.68,1
Office Supplies,2967.72,4
Office Supplies,2570.15,10
Office Supplies,2453.91,5
Office Supplies,843.35,2
Office Supplies,559.76,3
Office Supplies,1620.4,1
Office Supplies,1372.88,7
Office Supplies,1970.04,7
Office Supplies,2311.33,5
Office Supplies,1836.68,3
Furniture,1135.9,2
Office Supplies,2296.61,3
Office Supplies,2718.66,4
Office Supplies,744.88,5
Office Supplies,2106.94,10
Office Supplies,1688.12,2
Office Supplies,2413.52,7
Office Supplies,982.25,2
Office Supplies,1953.18,3
Office Supplies,2434.76,2
Office Supplies,2952.03,1
Office Supplies,2295.41,7
Furniture,1453.01,2
Office Supplies,2462.58,2
Office Supplies,1988.87,7
Office Supplies,607.29,2
Office Supplies,1457.13,2
Office Supplies,1554.44,9
Office Supplies,809.89,10
Office Supplies,2298.47,7
Office Supplies,1321.81,6
Office Supplies,676.32,5
Office Supplies,2360.72,10
Office Supplies,2876.38,8
Office Supplies,805.45,8
Office Supplies,1351.89,11
Office Supplies,714.26,3
Office Supplies,2499,8
Office Supplies,1983.04,2
Office Supplies,2392.42,6
Office Supplies,2365.38,10
Office Supplies,1379.18,3
Office Supplies,2686.27,8
Office Supplies,2668.29,3
Office Supplies,828.08,3
Office Supplies,919.95,7
Office Supplies,821.52,9
Office Supplies,1003.36,11
Office Supplies,1236.93,8
Furniture,1521.93,11
Office Supplies,2152.93,8
Office Supplies,2684.17,3
Office Supplies,1022.69,8
Furniture,2859.65,1
Office Supplies,2762.79,4
Office Supplies,1502.26,10
Office Supplies,1240.02,4
Office Supplies,2045.21,3
Office Supplies,1418.27,2
Office Supplies,1689.68,2
Office Supplies,774.19,2
Office Supplies,1985.13,5
Office Supplies,1479.54,6
Office Supplies,565.3,7
Office Supplies,2443.43,3
Office Supplies,1388.63,7
Office Supplies,1782.26,2
Office Supplies,2682.84,1
Office Supplies,943.46,10
Office Supplies,1804.62,3
Office Supplies,1115.12,10
Technology,2259.96,7
Furniture,2651.73,1
Office Supplies,748.17,3
Office Supplies,1491.74,6
Office Supplies,2672.61,8
Office Supplies,1520.23,8
Office Supplies,927.43,3
Office Supplies,1385.56,2
Office Supplies,2318.44,1
Office Supplies,1137.87,9
Office Supplies,1296.94,9
Office Supplies,1456.21,8
Office Supplies,2688.87,3
Office Supplies,536,11
Office Supplies,1144.45,6
Office Supplies,2046.26,8
Office Supplies,2040.85,4
Office Supplies,2944.07,10
Furniture,1164.92,10
Office Supplies,1368.41,11
Office Supplies,1625.99,4
Office Supplies,2476.12,10
Office Supplies,2987.39,8
Office Supplies,834.93,10
Office Supplies,1017.36,3
Office Supplies,1143.75,7
Office Supplies,898.55,1
Office Supplies,1903.54,3
Office Supplies,2172.36,7
Office Supplies,2645.9,11
Office Supplies,1550.03,11
Office Supplies,2126.81,7
Technology,984.05,11
Office Supplies,2581.97,9
Office Supplies,1745.7,11
Furniture,1795.93,6
Office Supplies,2702.35,9
Office Supplies,2071.03,8
Office Supplies,979.74,4
Office Supplies,1663.76,11
Office Supplies,1251.78,5
Office Supplies,736.98,3
Office Supplies,1736.93,4
Office Supplies,1717.08,2
Office Supplies,2133.13,1
Furniture,637.21,10
Office Supplies,1672.24,7
Office Supplies,843.4,7
Office Supplies,1772.45,9
Furniture,2470.53,8
Office Supplies,2658.49,7
Office Supplies,2503.74,10
Office Supplies,2872.89,4
Office Supplies,1799.2,9
Furniture,2328.14,4
Technology,2179.67,3
Office Supplies,532.31,8
Office Supplies,1059.35,1
Office Supplies,1638,3
Office Supplies,910.04,5
Office Supplies,2612.73,3
Office Supplies,2814.25,3
Furniture,2154.15,6
Office Supplies,671.14,6
Office Supplies,2586.59,9
Office Supplies,1025.66,8
Office Supplies,1688.39,6
Office Supplies,1682.29,3
Office Supplies,1338.94,4
Office Supplies,2580.14,7
Office Supplies,1617.39,3
Office Supplies,1438.37,3
Office Supplies,1174.97,3
Office Supplies,908.92,9
Furniture,1180.8,11
Office Supplies,2880.51,6
Office Supplies,567.76,4
Office Supplies,2282.76,3
Office Supplies,785.85,9
Office Supplies,2116.71,6
Office Supplies,1982.38,4
Office Supplies,746.75,6
Office Supplies,2842.19,1
Office Supplies,1995.31,9
Office Supplies,2429.58,10
Office Supplies,2183.38,2
Office Supplies,2413.3,2
Office Supplies,1615.8,5
Office Supplies,2234.53,9
Office Supplies,1657.4,5
Office Supplies,998.33,3
Office Supplies,1034.11,11
Office Supplies,1854.44,10
Office Supplies,1000.67,8
Office Supplies,2551.83,8
Office Supplies,2482.15,9
Office Supplies,1942.62,4
Office Supplies,541.3,7
Office Supplies,1407.91,8
Office Supplies,1875.4,11
Office Supplies,735.8,3
Office Supplies,2467.58,11
Office Supplies,2100.12,11
Office Supplies,2226.09,4
Office Supplies,2736.74,1
Office Supplies,1044.51,10
Furniture,1158.41,3
Technology,1314.95,9
Office Supplies,1074.65,10
Office Supplies,1768.12,9
Office Supplies,820.9,7
Office Supplies,2099.41,4
Office Supplies,2852.35,4
Office Supplies,2551.39,6
Office Supplies,1719.49,5
Office Supplies,852.77,8
Office Supplies,2230.78,6
Office Supplies,2684.14,3
Office Supplies,985.48,4
Office Supplies,2435.13,6
Office Supplies,2459.33,3
Office Supplies,2099.22,7
Office Supplies,1374.61,10
Office Supplies,1894.67,4
Furniture,533.18,9
Office Supplies,1907.14,9
Office Supplies,928.79,4
Office Supplies,1785.52,9
Office Supplies,1648.04,6
Office Supplies,2232.29,11
Office Supplies,1376.5,9
Office Supplies,2667.2,5
Office Supplies,2626.65,9
Office Supplies,2595.29,11
Office Supplies,1923.03,10
Office Supplies,2719.93,9
Office Supplies,1511.85,9
Office Supplies,938.02,5
Office Supplies,797.31,6
Office Supplies,1269.82,9
Office Supplies,2056.35,6
Office Supplies,2380.61,7
Office Supplies,2403.18,6
Office Supplies,2768.55,6
Office Supplies,1890.61,1
Office Supplies,2932.83,10
Office Supplies,669.01,9
Technology,2413.19,5
Furniture,1717.5,7
Office Supplies,1656.54,9
Office Supplies,1702.53,2
Office Supplies,2123.62,2
Office Supplies,2464.4,9
Office Supplies,2190.07,3
Furniture,1134.82,1
Office Supplies,1017.29,2
Office Supplies,2921.95,4
Office Supplies,1100.78,2
Office Supplies,1081.45,6
Office Supplies,2834.21,6
Office Supplies,2012.26,10
Office Supplies,1227.87,10
Office Supplies,957.43,8
Office Supplies,1468.32,11
Office Supplies,2458.75,11
Technology,513.71,4
Office Supplies,2957.63,10
Office Supplies,2356.15,10
Office Supplies,1275.05,10
Office Supplies,799.34,5
Office Supplies,1854.52,9
Office Supplies,1958.07,6
Furniture,2150.55,11
Office Supplies,1677.23,1
Office Supplies,2370.95,5
Office Supplies,2443.17,1
Office Supplies,2987.14,9
Office Supplies,1752.66,11
Office Supplies,757.53,1
Office Supplies,1454.8,3
Furniture,1032.86,3
Office Supplies,1064.3,7
Office Supplies,2841.18,7
Office Supplies,2490.77,11
Office Supplies,766.24,6
Office Supplies,1453.76,10
Office Supplies,1214.17,5
Technology,2479.16,4
Office Supplies,908.07,8
Office Supplies,1354.19,2
Office Supplies,1901.8,11
Office Supplies,2069.1,4
Office Supplies,1675.88,4
Office Supplies,2789.11,6
Office Supplies,780.49,6
Office Supplies,984.27,3
Office Supplies,1651.28,11
Office Supplies,1333.39,8
Office Supplies,2218.05,5
Office Supplies,506.11,1
Office Supplies,2899.94,5
Office Supplies,1891.18,7
Furniture,1873.22,10
Office Supplies,2763.65,5
Office Supplies,769.72,2
Office Supplies,1887.49,5
Office Supplies,2322.38,9
Office Supplies,2007.41,5
Office Supplies,1093.85,4
Office Supplies,1354.13,4
Office Supplies,1677.99,6
Furniture,1435.75,2
Technology,2342.88,4
Office Supplies,1413.93,4
Office Supplies,1625.67,1
Office Supplies,2924.05,7
Office Supplies,1101.6,9
Office Supplies,1332.43,4
Office Supplies,2334.26,9
Office Supplies,1179.11,7
Office Supplies,1095.26,8
Office Supplies,2110.78,9
Office Supplies,2487.26,9
Office Supplies,904.66,6
Technology,1353.38,8
Office Supplies,1539.81,1
Office Supplies,742.49,8
Office Supplies,516.8,8
Office Supplies,2978.57,9
Office Supplies,1721.55,7
Office Supplies,2752.04,3
Office Supplies,1293.21,11
Office Supplies,1382.99,8
Office Supplies,2791.27,4
Office Supplies,2964.51,11
Office Supplies,1574.06,9
Office Supplies,1765.59,3
Office Supplies,941.29,6
Office Supplies,2787.85,1
Office Supplies,1758.71,5
Office Supplies,2529.7,5
Office Supplies,2355.62,11
Office Supplies,1312.46,5
Office Supplies,2357.91,2
Office Supplies,1782.31,2
Office Supplies,2313.76,5
Office Supplies,1681.35,8
Office Supplies,1768.24,3
Office Supplies,1013.86,7
Office Supplies,511.25,11
Office Supplies,2847.37,4
Office Supplies,2732.69,2
Office Supplies,2530.66,4
Office Supplies,2075.08,9
Office Supplies,2875.53,6
Office Supplies,1639.56,8
Office Supplies,700.78,8
Office Supplies,1322.53,11
Office Supplies,1132.76,3
Office Supplies,2890.09,9
Office Supplies,1578.45,1
Office Supplies,2023.65,9
Office Supplies,2657.18,9
Office Supplies,1534.73,6
Office Supplies,992.38,6
Office Supplies,1279.61,6
Office Supplies,1214.14,10
Office Supplies,1237.84,5
Office Supplies,2718.73,3
Office Supplies,1621.66,10
Office Supplies,527.38,2
Office Supplies,1380.91,1
Office Supplies,910.94,2
Office Supplies,2569.08,3
Furniture,920.11,4
Office Supplies,1755.62,6
Office Supplies,2025.38,2
Office Supplies,1158.03,6
Office Supplies,1113.29,5
Office Supplies,829.87,2
Office Supplies,1064.49,11
Office Supplies,868.07,7
Office Supplies,2205.69,1
Office Supplies,1492.1,1
Office Supplies,2556.92,2
Office Supplies,2428.12,7
Office Supplies,2904.49,9
Office Supplies,1492.36,5
Office Supplies,808.32,4
Office Supplies,679.46,5
Office Supplies,1883.6,5
Office Supplies,2002.06,11
Office Supplies,1585.52,5
Office Supplies,1510,5
Office Supplies,2221.95,5
Office Supplies,1808.78,3
Office Supplies,1041.98,4
Office Supplies,1850.63,5
Office Supplies,1714.29,4
Office Supplies,1647.15,4
Office Supplies,2353.12,11
Office Supplies,1342.67,8
Furniture,1452.9,1
Office Supplies,542.42,10
Office Supplies,1206.22,10
Office Supplies,1543.48,7
Office Supplies,950.26,8
Office Supplies,1309.44,5
Office Supplies,2981.63,9
Office Supplies,2436.01,11
Office Supplies,1209.89,11
Furniture,506.59,5
Office Supplies,2169.48,5
Furniture,1548.21,9
Furniture,2555.52,2
Office Supplies,1691.3,5
Furniture,789.21,1
Office Supplies,667.72,11
Office Supplies,1697.03,5
Office Supplies,2262.1,1
Office Supplies,2318.15,6
Office Supplies,1458.48,9
Technology,2445.79,7
Furniture,1000.64,1
Office Supplies,889.47,8
Office Supplies,1747.33,10
Office Supplies,1691.82,9
Office Supplies,646.17,10
Office Supplies,2290.24,6
Office Supplies,1350.42,3
Office Supplies,1720.23,9
Furniture,2445.23,9
Office Supplies,1075.65,3
Office Supplies,2552.25,7
Office Supplies,1675.72,5
Office Supplies,2619.34,11
Office Supplies,1916.83,7
Office Supplies,733.28,5
Office Supplies,2480.3,11
Office Supplies,1584.97,11
Office Supplies,616.73,4
Office Supplies,2666.03,6
Office Supplies,771.51,2
Office Supplies,541.58,11
Office Supplies,1060.75,5
Office Supplies,1164.1,7
Office Supplies,956.57,6
Office Supplies,1715.94,8
Office Supplies,1217.31,1
Office Supplies,2573.84,3
Furniture,2770.91,7
Office Supplies,613.99,7
Office Supplies,1666.97,4
Office Supplies,544.02,8
Office Supplies,2289.1,3
Office Supplies,1085.01,7
Office Supplies,1518.37,7
Office Supplies,595.35,8
Office Supplies,2160.44,11
Office Supplies,1847.28,4
Office Supplies,1464.16,2
Office Supplies,2738.94,8
Office Supplies,1932.13,4
Office Supplies,1358.92,3
Office Supplies,2140.73,5
Furniture,1259.98,3
Office Supplies,1678.81,3
Office Supplies,1543.63,5
Office Supplies,2881.84,1
Furniture,1791.91,3
Office Supplies,1778.71,9
Office Supplies,2396.58,8
Office Supplies,1398.23,5
Office Supplies,954.6,7
Office Supplies,1064.07,10
Office Supplies,1402.93,5
Office Supplies,1372.58,11
Office Supplies,620,7
Office Supplies,2226.14,3
Office Supplies,1498.46,2
Office Supplies,2432.62,4
Office Supplies,2298.91,7
Office Supplies,2273.67,1
Office Supplies,1490.01,5
Office Supplies,2953.74,8
Office Supplies,2213.07,6
Office Supplies,2027.74,4
Office Supplies,931.93,10
Office Supplies,646.98,9
Office Supplies,1828.39,8
Office Supplies,2085.66,5
Office Supplies,2424,9
Office Supplies,1408.17,8
Office Supplies,1977.2,4
Office Supplies,901.76,8
Office Supplies,656.24,10
Office Supplies,939.78,10
Office Supplies,1189.95,3
Office Supplies,1114.19,7
Office Supplies,1776.24,4
Office Supplies,1208.27,7
Office Supplies,2990.18,3
Office Supplies,2993.06,4
Office Supplies,1296.18,11
Office Supplies,2366.41,5
Office Supplies,2680.48,4
Office Supplies,1397.66,6
Office Supplies,1288.04,8
Office Supplies,2853.04,6
Office Supplies,1561.75,6
Office Supplies,2408.41,7
Furniture,538.06,2
Office Supplies,980.25,9
Office Supplies,583.17,8
Office Supplies,2842.43,4
Office Supplies,2144.63,3
Office Supplies,2932.36,1
Office Supplies,1116.15,3
Office Supplies,2670.87,10
Office Supplies,1746.93,10
Office Supplies,2230.05,2
Office Supplies,2881.92,3
Office Supplies,1930.7,11
Office Supplies,1166.61,1
Office Supplies,1858.06,1
Office Supplies,539.52,6
Office Supplies,2564.24,7
Office Supplies,1728.84,9
Office Supplies,2415.84,6
Office Supplies,1058.63,5
Office Supplies,1725.33,10
Office Supplies,1405.27,11
Office Supplies,2826.27,7
Office Supplies,1259.76,3
Office Supplies,1462.98,2
Office Supplies,2687.03,1
Office Supplies,1830.06,3
Office Supplies,1303.76,4
Office Supplies,2830.16,4
Office Supplies,1253.01,9
Office Supplies,1200.41,4
Office Supplies,2951.43,11
Office Supplies,2868.62,6
Office Supplies,1545.74,10
Office Supplies,2836.03,11
Office Supplies,1094.98,5
Office Supplies,588.81,8
Office Supplies,1805.35,6
Office Supplies,1629.3,5
Office Supplies,883.22,3
Office Supplies,2998.08,9
Office Supplies,2940.64,5
Office Supplies,1760.59,6
Office Supplies,724.15,3
Office Supplies,1930.27,11
Technology,2835.64,2
Furniture,839.96,9
Office Supplies,1050.68,9
Office Supplies,1894.77,7
Office Supplies,2799.56,11
Office Supplies,1603.08,4
Office Supplies,2477.61,4
Office Supplies,894.45,1
Office Supplies,869.08,1
Office Supplies,2169.34,4
Office Supplies,2361.66,11
Office Supplies,2658.14,2
Office Supplies,2562.45,11
Office Supplies,687.28,7
Technology,799.94,3
Office Supplies,2495.86,8
Office Supplies,967.06,4
Furniture,1024.6,8
Office Supplies,767.07,3
Office Supplies,2512.38,7
Furniture,2214.31,4
Office Supplies,508.6,1
Office Supplies,2396.16,3
Office Supplies,2708.74,5
Office Supplies,1958.43,11
Office Supplies,1086.33,4
Office Supplies,854.65,10
Office Supplies,2559.88,1
Office Supplies,930.05,1
Office Supplies,1653.23,3
Office Supplies,852.65,10
Office Supplies,2981.64,10
Office Supplies,2978.82,2
Office Supplies,1694.2,1
Office Supplies,1048.15,3
Office Supplies,1190.39,10
Office Supplies,2254.94,4
Office Supplies,2291.35,6
Office Supplies,981.53,3
Office Supplies,814.91,8
Office Supplies,2304.48,9
Office Supplies,2479.43,7
Office Supplies,1679.63,3
Office Supplies,1741.28,7
Office Supplies,1369.62,11
Office Supplies,1871.26,8
Office Supplies,1219.01,1
Office Supplies,1059.06,9
Office Supplies,2591.89,1
Office Supplies,1933.59,10
Office Supplies,827.4,6
Office Supplies,629.83,10
Office Supplies,2613.4,3
Office Supplies,766.44,11
Office Supplies,532.35,4
Office Supplies,717.36,6
Office Supplies,2259.51,5
Office Supplies,2228.15,9
Office Supplies,937.23,8
Office Supplies,2803.2,9
Furniture,1064.73,9
Office Supplies,2252.47,4
Furniture,1915.87,6
Office Supplies,660.79,11
Furniture,872.92,5
Office Supplies,724.25,9
Office Supplies,2369.31,8
Office Supplies,1976.7,4
Office Supplies,2602.73,10
Office Supplies,1315.78,6
Office Supplies,2680.85,5
Office Supplies,788.61,3
Office Supplies,2019.82,6
Office Supplies,1737.17,10
Office Supplies,638.67,9
Office Supplies,1256.13,8
Office Supplies,2498.37,1
Office Supplies,2921.15,6
Office Supplies,2369.56,2
Office Supplies,792.7,4
Office Supplies,2786.08,5
Office Supplies,2744.87,10
Office Supplies,2241.5,7
Office Supplies,2864.95,4
Technology,709.51,8
Office Supplies,2989.93,1
Office Supplies,2248.29,4
Office Supplies,1808.89,8
Office Supplies,2069.23,10
Office Supplies,2355.11,9
Office Supplies,2085.04,7
Office Supplies,1321.87,2
Office Supplies,2678.19,6
Office Supplies,966,6
Office Supplies,959.77,9
Office Supplies,2363.51,3
Office Supplies,590.7,1
Furniture,2970.7,6
Office Supplies,1163.64,4
Office Supplies,2539.58,2
Office Supplies,2554.41,4
Office Supplies,971.26,9
Office Supplies,1539.7,2
Office Supplies,2648.29,8
Office Supplies,1093.22,10
Office Supplies,1717.04,11
Office Supplies,1248.48,8
Office Supplies,1940.46,5
Office Supplies,1394.92,11
Office Supplies,1677.76,2
Office Supplies,627.81,1
Office Supplies,1781.94,1
Office Supplies,2834.52,7
Furniture,1321.81,8
Office Supplies,1483.54,3
Office Supplies,2809.75,2
Office Supplies,1011.01,6
Office Supplies,648.39,9
Office Supplies,1328.21,1
Office Supplies,841.47,11
Office Supplies,2613.9,10
Office Supplies,760.86,6
Office Supplies,2405.47,4
Office Supplies,1732.08,11
Office Supplies,2264.06,4
Office Supplies,2023.01,4
Office Supplies,1799.38,6
Office Supplies,2571.51,8
Office Supplies,2692.76,3
Office Supplies,1110.09,2
Office Supplies,1029.94,8
Office Supplies,1081.98,3
Office Supplies,2232.75,10
Office Supplies,2052.04,2
Office Supplies,2278.72,8
Office Supplies,1804.94,10
Office Supplies,1595.6,6
Office Supplies,2667.52,3
Office Supplies,1271.89,3
Office Supplies,1664.05,4
Office Supplies,2800.66,2
Office Supplies,2604.46,11
Office Supplies,1371.74,1
Office Supplies,1252.82,6
Furniture,1902.76,9
Office Supplies,2535.14,7
Office Supplies,2092.48,4
Office Supplies,1723.51,8
Office Supplies,1338.16,7
Office Supplies,902.13,7
Office Supplies,561.11,9
Office Supplies,2947,6
Office Supplies,2271.15,9
Office Supplies,2475.02,1
Office Supplies,1390.16,11
Office Supplies,1672.92,11
Office Supplies,2277.41,5
Office Supplies,1857.46,3
Office Supplies,1515.39,4
Office Supplies,1243.54,10
Office Supplies,1544.44,4
Office Supplies,2478.94,8
Office Supplies,1778.5,2
Office Supplies,2005.61,2
Office Supplies,1504.25,1
Office Supplies,2516.27,1
Office Supplies,1402.86,3
Office Supplies,1420.14,5
Office Supplies,938.92,5
Office Supplies,1116.28,10
Office Supplies,2518.32,10
Office Supplies,2491.66,8
Office Supplies,1115.89,11
Office Supplies,1232.9,8
Office Supplies,2040.15,5
Office Supplies,1025.84,1
Office Supplies,916.41,8
Office Supplies,1849.37,2
Office Supplies,2496.79,11
Office Supplies,1377.07,5
Office Supplies,2718.12,7
Office Supplies,2329.52,8
Office Supplies,1831.12,4
Office Supplies,1766.09,2
Office Supplies,2480.54,9
Office Supplies,2630.85,7
Office Supplies,2270.97,9
Office Supplies,1431.85,9
Office Supplies,561.01,10
Office Supplies,2616.42,4
Office Supplies,2575.74,2
Office Supplies,2831.5,9
Office Supplies,757.76,9
Office Supplies,1722.58,1
Office Supplies,1318.37,2
Office Supplies,2817.71,7
Office Supplies,1436.75,5
Technology,1775.53,9
Office Supplies,1354.27,11
Office Supplies,2203.43,10
Office Supplies,1849.3,2
Office Supplies,800.38,6
Office Supplies,2262.28,9
Office Supplies,871.05,3
Office Supplies,1388.66,8
Office Supplies,1733.89,5
Office Supplies,816.75,7
Office Supplies,594.57,10
Office Supplies,2065.58,5
Office Supplies,2034.17,10
Office Supplies,1964.14,1
Office Supplies,2522,4
Office Supplies,2405.01,8
Office Supplies,779.01,11
Office Supplies,1832.85,1
Office Supplies,807.81,11
Office Supplies,1779.26,4
Office Supplies,1457.98,10
Office Supplies,2500.88,5
Office Supplies,695.16,1
Office Supplies,2896.59,11
Office Supplies,1293.33,5
Office Supplies,582.16,2
Office Supplies,921.56,5
Office Supplies,1758.23,9
Office Supplies,1569.16,3
Office Supplies,669.53,10
Office Supplies,1662.75,3
Office Supplies,1381.87,7
Office Supplies,609.43,9
Furniture,2790.07,11
Office Supplies,2834.68,9
Office Supplies,2965.11,10
Office Supplies,1721.4,4
Office Supplies,2786.77,9
Office Supplies,945.92,6
Office Supplies,928.47,10
Office Supplies,2613.1,10
Office Supplies,939.22,6
Office Supplies,829.3,6
Office Supplies,1434.22,11
Office Supplies,500.86,8
Office Supplies,2176.1,8
Office Supplies,1484.87,1
Furniture,2524.85,11
Office Supplies,846.21,10
Office Supplies,911.67,5
Office Supplies,2934.66,4
Office Supplies,2962.7,6
Office Supplies,2400.02,1
Office Supplies,2360.04,3
Office Supplies,923.48,10
Office Supplies,1181.13,6
Office Supplies,1986.36,9
Office Supplies,2641.82,1
Office Supplies,1000.26,4
Office Supplies,2976.85,9
Office Supplies,1728.52,6
Office Supplies,2100.07,10
Office Supplies,2979.22,8
Office Supplies,1682.59,6
Office Supplies,1705.1,4
Office Supplies,2485.24,11
Office Supplies,1011.44,6
Office Supplies,2560.21,9
Office Supplies,2325.66,11
Office Supplies,1551.77,11
Office Supplies,993.97,1
Office Supplies,1545.07,8
Office Supplies,531.96,9
Office Supplies,633.33,1
Office Supplies,805.6,11
Office Supplies,2254.54,4
Office Supplies,2263.8,11
Office Supplies,1927.86,6
Office Supplies,2386.5,3
Office Supplies,1845.69,7
Office Supplies,2975.95,11
Office Supplies,2529.08,1
Office Supplies,2972.33,1
Office Supplies,870.16,8
Office Supplies,857.26,3
Office Supplies,1686.65,6
Office Supplies,852.28,10
Office Supplies,2228.09,10
Office Supplies,1281.63,2
Office Supplies,1363.85,6
Office Supplies,1345.63,1
Office Supplies,2166.9,2
Office Supplies,916.11,11
Office Supplies,2888.47,5
Office Supplies,1281.32,6
Office Supplies,2005.73,10
Office Supplies,821.78,10
Office Supplies,1860.39,1
Office Supplies,2621.31,10
Office Supplies,2892.01,10
Office Supplies,2309.35,10
Office Supplies,1987.71,4
Office Supplies,2989.81,7
Office Supplies,2412.22,5
Office Supplies,2253.42,10
Technology,1171.99,3
Office Supplies,2757.98,5
Furniture,1286.4,11
Office Supplies,1026.79,7
Office Supplies,2452.95,9
Office Supplies,2486.19,11
Technology,672.52,7
Office Supplies,1189.26,5
Office Supplies,853.03,5
Office Supplies,944.67,9
Office Supplies,795.48,5
Office Supplies,1054.35,7
Office Supplies,2232.94,1
Office Supplies,2617.35,9
Office Supplies,2193.74,6
Office Supplies,1761.58,6
Office Supplies,1980.97,7
Office Supplies,2043.3,9
Office Supplies,1845.9,7
Office Supplies,2001.99,6
Office Supplies,2210.73,5
Office Supplies,565.74,1
Office Supplies,2799.49,2
Furniture,1080.36,9
Office Supplies,1134.65,6
Office Supplies,1539.31,11
Office Supplies,2674.65,11
Office Supplies,1048.75,3
Office Supplies,2413.88,11
Office Supplies,2793.01,6
Office Supplies,1056.5,7
Office Supplies,2212.71,11
Office Supplies,559.34,3
Furniture,2658.5,2
Office Supplies,821.72,7
Furniture,894.56,9
Office Supplies,872.93,7
Office Supplies,650.93,7
Office Supplies,1367.37,8
Office Supplies,1435.51,9
Office Supplies,1473.28,1
Office Supplies,933.47,7
Office Supplies,2522.66,2
Office Supplies,1033,7
Office Supplies,646.14,10
Office Supplies,1005.27,10
Office Supplies,1628.37,7
Office Supplies,1138.24,5
Office Supplies,2596.02,11
Furniture,2127.64,7
Furniture,2862.51,5
Office Supplies,2784.65,9
Office Supplies,1152.63,5
Office Supplies,1843.37,2
Office Supplies,2375.97,4
Office Supplies,2877.94,3
Office Supplies,1603.46,4
Office Supplies,2550.22,2
Furniture,2677.17,5
Office Supplies,1655.38,5
Office Supplies,581.92,8
Office Supplies,961.05,5
Office Supplies,2470.99,4
Office Supplies,713.23,11
Office Supplies,2839.85,5
Office Supplies,1420.34,8
Office Supplies,1313.83,3
Office Supplies,1209.15,4
Office Supplies,1772.09,11
Furniture,1449.69,8
Office Supplies,1994.27,8
Office Supplies,569.42,5
Furniture,2741.68,8
Office Supplies,563.36,4
Office Supplies,2486.52,11
Office Supplies,769.59,8
Office Supplies,2074.43,11
Office Supplies,828.92,9
Office Supplies,1152.59,3
Office Supplies,2011.54,2
Office Supplies,2553.59,10
Office Supplies,2347.82,5
Office Supplies,1088.36,1
Office Supplies,2390.02,3
Office Supplies,846.92,2
Office Supplies,1296.03,4
Office Supplies,2118.66,6
Office Supplies,1927.35,8
Office Supplies,1041.42,3
Office Supplies,2395.99,10
Office Supplies,1946.59,3
Office Supplies,656.19,7
Office Supplies,1344.29,3
Office Supplies,1687.33,3
Office Supplies,1354.13,2
Furniture,2747.27,7
Office Supplies,532.38,5
Office Supplies,1726.45,11
Office Supplies,2131.91,3
Office Supplies,2011.35,9
Office Supplies,1897.18,4
Office Supplies,2372.59,3
Office Supplies,589.33,5
Office Supplies,953.09,5
Office Supplies,2737.53,4
Office Supplies,1111.66,11
Office Supplies,1558.35,10
Office Supplies,917.91,9
Office Supplies,1897.89,10
Office Supplies,2427.97,7
Office Supplies,2758.59,4
Office Supplies,2252.58,7
Office Supplies,1436.59,7
Office Supplies,1058.97,5
Office Supplies,2235.03,1
Office Supplies,795.36,6
Office Supplies,1235.5,10
Office Supplies,1558.25,4
Office Supplies,2315,1
Office Supplies,2921.74,10
Office Supplies,2230.13,10
Office Supplies,1448.05,10
Office Supplies,2156.12,2
Office Supplies,798.72,6
Office Supplies,2447.69,8
Office Supplies,2364.15,4
Office Supplies,2473.45,2
Office Supplies,2441.84,3
Office Supplies,2689.26,3
Office Supplies,2983.17,1
Office Supplies,2940.39,3
Office Supplies,2627.12,6
Office Supplies,2982.08,1
Office Supplies,1675.24,7
Office Supplies,2555.7,11
Office Supplies,683.1,6
Office Supplies,1857.93,6
Office Supplies,743.26,11
Office Supplies,956.55,9
Office Supplies,2176.8,5
Office Supplies,584.47,5
Office Supplies,2794.33,4
Office Supplies,1736.42,2
Office Supplies,1012,11
Office Supplies,1187.82,3
Furniture,738.27,4
Office Supplies,2295.87,3
Office Supplies,1478.19,3
Office Supplies,2956.68,4
Office Supplies,1123.96,9
Office Supplies,1113.89,8
Office Supplies,1324.11,3
Office Supplies,2111.01,7
Office Supplies,1004.7,11
Office Supplies,2578.26,2
Office Supplies,1981.28,10
Office Supplies,951.54,2
Office Supplies,1270.68,2
Furniture,1654.33,2
Office Supplies,629.48,9
Office Supplies,1080.4,4
Office Supplies,1898.8,2
Office Supplies,703.29,2
Office Supplies,879.02,6
